,Store,Product,Month,Day,Is_Holiday,Base Price,Price,Cost,Weekly_Units_Sold
192,1,2,1,14,False,5.99,5.99,1.50,266
193,1,2,1,21,False,5.99,5.99,1.50,277
194,1,2,1,28,False,5.99,5.99,1.50,278
195,1,2,2,4,False,5.99,5.99,1.50,312
196,1,2,2,11,True,5.99,5.99,1.50,317
197,1,2,2,18,False,5.99,5.99,1.50,328
198,1,2,2,25,False,5.99,5.99,1.50,308
199,1,2,3,4,False,5.99,5.99,1.50,353
200,1,2,3,11,False,5.99,5.99,1.50,323
201,1,2,3,18,False,5.99,5.99,1.50,301
202,1,2,3,25,False,5.99,5.99,1.50,295
203,1,2,4,1,False,5.99,4.01,1.50,571
204,1,2,4,8,False,5.99,4.01,1.50,589
205,1,2,4,15,False,5.99,4.01,1.50,541
206,1,2,4,22,False,5.99,4.01,1.50,566
207,1,2,4,29,False,5.99,4.01,1.50,531
208,1,2,5,6,False,5.99,5.99,1.50,334
209,1,2,5,13,False,5.99,5.99,1.50,295
210,1,2,5,20,False,5.99,5.99,1.50,295
211,1,2,5,27,False,5.99,5.99,1.50,301
212,1,2,6,3,False,5.99,5.99,1.50,319
213,1,2,6,10,False,5.99,5.99,1.50,309
214,1,2,6,17,False,5.99,5.99,1.50,286
215,1,2,6,24,False,5.99,5.99,1.50,283
216,1,2,7,1,False,5.99,4.01,1.50,550
217,1,2,7,8,False,5.99,4.01,1.50,543
218,1,2,7,15,False,5.99,4.01,1.50,526
219,1,2,7,22,False,5.99,4.01,1.50,549
220,1,2,7,29,False,5.99,4.01,1.50,525
221,1,2,8,5,False,5.99,5.99,1.50,329
222,1,2,8,12,False,5.99,5.99,1.50,302
223,1,2,8,19,False,5.99,5.99,1.50,309
224,1,2,8,26,False,5.99,5.99,1.50,318
225,1,2,9,2,False,5.99,5.99,1.50,329
226,1,2,9,9,True,5.99,5.99,1.50,289
227,1,2,9,16,False,5.99,5.99,1.50,287
228,1,2,9,23,False,5.99,5.99,1.50,289
229,1,2,9,30,False,5.99,5.99,1.50,307
230,1,2,10,7,False,5.99,5.99,1.50,333
231,1,2,10,14,False,5.99,5.99,1.50,289
232,1,2,10,21,False,5.99,5.99,1.50,283
233,1,2,10,28,False,5.99,5.99,1.50,278
234,1,2,11,4,False,5.99,5.99,1.50,315
235,1,2,11,11,False,5.99,5.99,1.50,299
236,1,2,11,18,False,5.99,5.99,1.50,293
237,1,2,11,25,True,5.99,5.99,1.50,295
238,1,2,12,2,False,5.99,5.99,1.50,306
239,1,2,12,9,False,5.99,5.99,1.50,329
240,1,2,12,16,False,5.99,5.99,1.50,341
241,1,2,12,23,False,5.99,5.99,1.50,437
242,1,2,12,30,True,5.99,5.99,1.50,290
243,1,2,1,6,False,6.99,6.99,1.75,245
244,1,2,1,13,False,6.99,6.99,1.75,238
245,1,2,1,20,False,6.99,6.99,1.75,241
246,1,2,1,27,False,6.99,6.99,1.75,229
247,1,2,2,3,False,6.99,6.99,1.75,299
248,1,2,2,10,True,6.99,6.99,1.75,278
249,1,2,2,17,False,6.99,6.99,1.75,253
250,1,2,2,24,False,6.99,6.99,1.75,259
251,1,2,3,2,False,6.99,6.99,1.75,289
252,1,2,3,9,False,6.99,6.99,1.75,267
253,1,2,3,16,False,6.99,6.99,1.75,260
254,1,2,3,23,False,6.99,6.99,1.75,246
255,1,2,3,30,False,6.99,6.99,1.75,256
256,1,2,4,6,False,6.99,4.68,1.75,519
257,1,2,4,13,False,6.99,4.68,1.75,441
258,1,2,4,20,False,6.99,4.68,1.75,457
259,1,2,4,27,False,6.99,4.68,1.75,455
260,1,2,5,4,False,6.99,6.99,1.75,277
261,1,2,5,11,False,6.99,6.99,1.75,257
262,1,2,5,18,False,6.99,6.99,1.75,244
263,1,2,5,25,False,6.99,6.99,1.75,252
264,1,2,6,1,False,6.99,6.99,1.75,261
265,1,2,6,8,False,6.99,6.99,1.75,272
266,1,2,6,15,False,6.99,6.99,1.75,257
267,1,2,6,22,False,6.99,6.99,1.75,253
268,1,2,6,29,False,6.99,6.99,1.75,262
269,1,2,7,6,False,6.99,4.68,1.75,499
270,1,2,7,13,False,6.99,4.68,1.75,445
271,1,2,7,20,False,6.99,4.68,1.75,452
272,1,2,7,27,False,6.99,4.68,1.75,451
273,1,2,8,3,False,6.99,6.99,1.75,272
274,1,2,8,10,False,6.99,6.99,1.75,257
275,1,2,8,17,False,6.99,6.99,1.75,255
276,1,2,8,24,False,6.99,6.99,1.75,247
277,1,2,8,31,False,6.99,6.99,1.75,280
278,1,2,9,7,True,6.99,6.99,1.75,260
279,1,2,9,14,False,6.99,6.99,1.75,245
280,1,2,9,21,False,6.99,6.99,1.75,239
281,1,2,9,28,False,6.99,6.99,1.75,251
282,1,2,10,5,False,6.99,6.99,1.75,267
283,1,2,10,12,False,6.99,6.99,1.75,231
284,1,2,10,19,False,6.99,6.99,1.75,233
285,1,2,10,26,False,6.99,6.99,1.75,237
286,1,3,2,5,False,19.99,19.99,5.00,91
287,1,3,2,12,True,19.99,19.99,5.00,73
288,1,3,2,19,False,19.99,19.99,5.00,77
289,1,3,2,26,False,19.99,19.99,5.00,74
290,1,3,3,5,False,19.99,19.99,5.00,82
291,1,3,3,12,False,19.99,19.99,5.00,67
292,1,3,3,19,False,19.99,19.99,5.00,60
293,1,3,3,26,False,19.99,19.99,5.00,69
294,1,3,4,2,False,19.99,19.99,5.00,75
295,1,3,4,9,False,19.99,19.99,5.00,68
296,1,3,4,16,False,19.99,19.99,5.00,61
297,1,3,4,23,False,19.99,19.99,5.00,59
298,1,3,4,30,False,19.99,19.99,5.00,62
299,1,3,5,7,False,19.99,19.99,5.00,63
300,1,3,5,14,False,19.99,19.99,5.00,53
301,1,3,5,21,False,19.99,19.99,5.00,52
302,1,3,5,28,False,19.99,19.99,5.00,56
303,1,3,6,4,False,19.99,19.99,5.00,53
304,1,3,6,11,False,19.99,19.99,5.00,51
305,1,3,6,18,False,19.99,19.99,5.00,55
306,1,3,6,25,False,19.99,19.99,5.00,44
307,1,3,7,2,False,19.99,10.0,5.00,209
308,1,3,7,9,False,19.99,10.0,5.00,217
309,1,3,7,16,False,19.99,10.0,5.00,367
310,1,3,7,23,False,19.99,10.0,5.00,451
311,1,3,7,30,False,19.99,10.0,5.00,558
312,1,3,8,6,False,19.99,19.99,5.00,178
313,1,3,8,13,False,19.99,19.99,5.00,204
314,1,3,8,20,False,19.99,19.99,5.00,274
315,1,3,8,27,False,19.99,19.99,5.00,341
316,1,3,9,3,False,19.99,19.99,5.00,127
317,1,3,9,10,True,19.99,19.99,5.00,81
318,1,3,9,17,False,19.99,19.99,5.00,71
319,1,3,9,24,False,19.99,19.99,5.00,54
320,1,3,10,1,False,19.99,19.99,5.00,65
321,1,3,10,8,False,19.99,19.99,5.00,67
322,1,3,10,15,False,19.99,19.99,5.00,65
323,1,3,10,22,False,19.99,19.99,5.00,57
324,1,3,10,29,False,19.99,19.99,5.00,62
325,1,3,11,5,False,19.99,10.0,5.00,262
326,1,3,11,12,False,19.99,10.0,5.00,244
327,1,3,11,19,False,19.99,10.0,5.00,245
328,1,3,11,26,True,19.99,10.0,5.00,285
329,1,3,12,3,False,19.99,19.99,5.00,73
330,1,3,12,10,False,19.99,19.99,5.00,75
331,1,3,12,17,False,19.99,19.99,5.00,80
332,1,3,12,24,False,19.99,19.99,5.00,81
333,1,3,12,31,True,19.99,19.99,5.00,55
334,1,3,1,7,False,21.99,21.99,5.50,91
335,1,3,1,14,False,21.99,21.99,5.50,76
336,1,3,1,21,False,21.99,21.99,5.50,72
337,1,3,1,28,False,21.99,21.99,5.50,69
338,1,3,2,4,False,21.99,21.99,5.50,63
339,1,3,2,11,True,21.99,21.99,5.50,65
340,1,3,2,18,False,21.99,21.99,5.50,67
341,1,3,2,25,False,21.99,21.99,5.50,60
342,1,3,3,4,False,21.99,21.99,5.50,63
343,1,3,3,11,False,21.99,21.99,5.50,61
344,1,3,3,18,False,21.99,21.99,5.50,47
345,1,3,3,25,False,21.99,21.99,5.50,52
346,1,3,4,1,False,21.99,21.99,5.50,50
347,1,3,4,8,False,21.99,21.99,5.50,59
348,1,3,4,15,False,21.99,21.99,5.50,47
349,1,3,4,22,False,21.99,21.99,5.50,49
350,1,3,4,29,False,21.99,21.99,5.50,49
351,1,3,5,6,False,21.99,21.99,5.50,59
352,1,3,5,13,False,21.99,21.99,5.50,50
353,1,3,5,20,False,21.99,21.99,5.50,45
354,1,3,5,27,False,21.99,21.99,5.50,47
355,1,3,6,3,False,21.99,21.99,5.50,51
356,1,3,6,10,False,21.99,21.99,5.50,43
357,1,3,6,17,False,21.99,21.99,5.50,44
358,1,3,6,24,False,21.99,21.99,5.50,35
359,1,3,7,1,False,21.99,11.0,5.50,185
360,1,3,7,8,False,21.99,11.0,5.50,169
361,1,3,7,15,False,21.99,11.0,5.50,265
362,1,3,7,22,False,21.99,11.0,5.50,368
363,1,3,7,29,False,21.99,11.0,5.50,489
364,1,3,8,5,False,21.99,21.99,5.50,179
365,1,3,8,12,False,21.99,21.99,5.50,184
366,1,3,8,19,False,21.99,21.99,5.50,238
367,1,3,8,26,False,21.99,21.99,5.50,285
368,1,3,9,2,False,21.99,21.99,5.50,112
369,1,3,9,9,True,21.99,21.99,5.50,73
370,1,3,9,16,False,21.99,21.99,5.50,59
371,1,3,9,23,False,21.99,21.99,5.50,56
372,1,3,9,30,False,21.99,21.99,5.50,60
373,1,3,10,7,False,21.99,21.99,5.50,57
374,1,3,10,14,False,21.99,21.99,5.50,57
375,1,3,10,21,False,21.99,21.99,5.50,58
376,1,3,10,28,False,21.99,21.99,5.50,54
377,1,3,11,4,False,21.99,11.0,5.50,211
378,1,3,11,11,False,21.99,11.0,5.50,228
379,1,3,11,18,False,21.99,11.0,5.50,231
380,1,3,11,25,True,21.99,11.0,5.50,213
381,1,3,12,2,False,21.99,21.99,5.50,58
382,1,3,12,9,False,21.99,21.99,5.50,74
383,1,3,12,16,False,21.99,21.99,5.50,75
384,1,3,12,23,False,21.99,21.99,5.50,78
385,1,3,12,30,True,21.99,21.99,5.50,51
386,1,3,1,6,False,19.99,19.99,5.00,93
387,1,3,1,13,False,19.99,19.99,5.00,92
388,1,3,1,20,False,19.99,19.99,5.00,78
389,1,3,1,27,False,19.99,19.99,5.00,71
390,1,3,2,3,False,19.99,19.99,5.00,83
391,1,3,2,10,True,19.99,19.99,5.00,83
392,1,3,2,17,False,19.99,19.99,5.00,68
393,1,3,2,24,False,19.99,19.99,5.00,70
394,1,3,3,2,False,19.99,19.99,5.00,76
395,1,3,3,9,False,19.99,19.99,5.00,79
396,1,3,3,16,False,19.99,19.99,5.00,59
397,1,3,3,23,False,19.99,19.99,5.00,53
398,1,3,3,30,False,19.99,19.99,5.00,61
399,1,3,4,6,False,19.99,19.99,5.00,62
400,1,3,4,13,False,19.99,19.99,5.00,53
401,1,3,4,20,False,19.99,19.99,5.00,57
402,1,3,4,27,False,19.99,19.99,5.00,57
403,1,3,5,4,False,19.99,19.99,5.00,71
404,1,3,5,11,False,19.99,19.99,5.00,69
405,1,3,5,18,False,19.99,19.99,5.00,57
406,1,3,5,25,False,19.99,19.99,5.00,55
407,1,3,6,1,False,19.99,19.99,5.00,48
408,1,3,6,8,False,19.99,19.99,5.00,57
409,1,3,6,15,False,19.99,19.99,5.00,53
410,1,3,6,22,False,19.99,19.99,5.00,49
411,1,3,6,29,False,19.99,19.99,5.00,51
412,1,3,7,6,False,19.99,10.0,5.00,226
413,1,3,7,13,False,19.99,10.0,5.00,350
414,1,3,7,20,False,19.99,10.0,5.00,537
415,1,3,7,27,False,19.99,10.0,5.00,606
416,1,3,8,3,False,19.99,19.99,5.00,202
417,1,3,8,10,False,19.99,19.99,5.00,189
418,1,3,8,17,False,19.99,19.99,5.00,213
419,1,3,8,24,False,19.99,19.99,5.00,291
420,1,3,8,31,False,19.99,19.99,5.00,338
421,1,3,9,7,True,19.99,19.99,5.00,123
422,1,3,9,14,False,19.99,19.99,5.00,95
423,1,3,9,21,False,19.99,19.99,5.00,89
424,1,3,9,28,False,19.99,19.99,5.00,87
425,1,3,10,5,False,19.99,19.99,5.00,78
426,1,3,10,12,False,19.99,19.99,5.00,70
427,1,3,10,19,False,19.99,19.99,5.00,57
428,1,3,10,26,False,19.99,19.99,5.00,63
429,2,1,2,5,False,9.99,7.99,2.50,345
430,2,1,2,12,True,9.99,7.99,2.50,595
431,2,1,2,19,False,9.99,7.99,2.50,572
432,2,1,2,26,False,9.99,7.99,2.50,255
433,2,1,3,5,False,9.99,9.99,2.50,183
434,2,1,3,12,False,9.99,9.99,2.50,191
435,2,1,3,19,False,9.99,9.99,2.50,189
436,2,1,3,26,False,9.99,9.99,2.50,215
437,2,1,4,2,False,9.99,9.99,2.50,552
438,2,1,4,9,False,9.99,9.99,2.50,444
439,2,1,4,16,False,9.99,9.99,2.50,142
440,2,1,4,23,False,9.99,9.99,2.50,148
441,2,1,4,30,False,9.99,9.99,2.50,161
442,2,1,5,7,False,9.99,7.99,2.50,257
443,2,1,5,14,False,9.99,7.99,2.50,255
444,2,1,5,21,False,9.99,7.99,2.50,223
445,2,1,5,28,False,9.99,7.99,2.50,225
446,2,1,6,4,False,9.99,9.99,2.50,159
447,2,1,6,11,False,9.99,9.99,2.50,163
448,2,1,6,18,False,9.99,9.99,2.50,159
449,2,1,6,25,False,9.99,9.99,2.50,159
450,2,1,7,2,False,9.99,9.99,2.50,159
451,2,1,7,9,False,9.99,9.99,2.50,158
452,2,1,7,16,False,9.99,9.99,2.50,158
453,2,1,7,23,False,9.99,9.99,2.50,141
454,2,1,7,30,False,9.99,9.99,2.50,151
455,2,1,8,6,False,9.99,9.99,2.50,152
456,2,1,8,13,False,9.99,9.99,2.50,146
457,2,1,8,20,False,9.99,9.99,2.50,147
458,2,1,8,27,False,9.99,9.99,2.50,142
459,2,1,9,3,False,9.99,9.99,2.50,159
460,2,1,9,10,True,9.99,9.99,2.50,171
461,2,1,9,17,False,9.99,9.99,2.50,175
462,2,1,9,24,False,9.99,9.99,2.50,174
463,2,1,10,1,False,9.99,9.99,2.50,180
464,2,1,10,8,False,9.99,9.99,2.50,210
465,2,1,10,15,False,9.99,9.99,2.50,233
466,2,1,10,22,False,9.99,9.99,2.50,272
467,2,1,10,29,False,9.99,9.99,2.50,379
468,2,1,11,5,False,9.99,9.99,2.50,308
469,2,1,11,12,False,9.99,9.99,2.50,152
470,2,1,11,19,False,9.99,9.99,2.50,163
471,2,1,11,26,True,9.99,9.99,2.50,163
472,2,1,12,3,False,9.99,9.99,2.50,205
473,2,1,12,10,False,9.99,9.99,2.50,297
474,2,1,12,17,False,9.99,9.99,2.50,430
475,2,1,12,24,False,9.99,9.99,2.50,550
476,2,1,12,31,True,9.99,9.99,2.50,190
477,2,1,1,7,False,10.99,10.99,2.75,110
478,2,1,1,14,False,10.99,10.99,2.75,128
479,2,1,1,21,False,10.99,10.99,2.75,133
480,2,1,1,28,False,10.99,10.99,2.75,147
481,2,1,2,4,False,10.99,8.79,2.75,252
482,2,1,2,11,True,10.99,8.79,2.75,438
483,2,1,2,18,False,10.99,8.79,2.75,534
484,2,1,2,25,False,10.99,8.79,2.75,193
485,2,1,3,4,False,10.99,10.99,2.75,148
486,2,1,3,11,False,10.99,10.99,2.75,151
487,2,1,3,18,False,10.99,10.99,2.75,147
488,2,1,3,25,False,10.99,10.99,2.75,138
489,2,1,4,1,False,10.99,10.99,2.75,142
490,2,1,4,8,False,10.99,10.99,2.75,163
491,2,1,4,15,False,10.99,10.99,2.75,200
492,2,1,4,22,False,10.99,10.99,2.75,417
493,2,1,4,29,False,10.99,10.99,2.75,335
494,2,1,5,6,False,10.99,8.79,2.75,210
495,2,1,5,13,False,10.99,8.79,2.75,191
496,2,1,5,20,False,10.99,8.79,2.75,184
497,2,1,5,27,False,10.99,8.79,2.75,182
498,2,1,6,3,False,10.99,10.99,2.75,128
499,2,1,6,10,False,10.99,10.99,2.75,125
500,2,1,6,17,False,10.99,10.99,2.75,129
501,2,1,6,24,False,10.99,10.99,2.75,124
502,2,1,7,1,False,10.99,10.99,2.75,125
503,2,1,7,8,False,10.99,10.99,2.75,121
504,2,1,7,15,False,10.99,10.99,2.75,120
505,2,1,7,22,False,10.99,10.99,2.75,118
506,2,1,7,29,False,10.99,10.99,2.75,120
507,2,1,8,5,False,10.99,10.99,2.75,121
508,2,1,8,12,False,10.99,10.99,2.75,119
509,2,1,8,19,False,10.99,10.99,2.75,123
510,2,1,8,26,False,10.99,10.99,2.75,125
511,2,1,9,2,False,10.99,10.99,2.75,137
512,2,1,9,9,True,10.99,10.99,2.75,130
513,2,1,9,16,False,10.99,10.99,2.75,139
514,2,1,9,23,False,10.99,10.99,2.75,140
515,2,1,9,30,False,10.99,10.99,2.75,144
516,2,1,10,7,False,10.99,10.99,2.75,162
517,2,1,10,14,False,10.99,10.99,2.75,169
518,2,1,10,21,False,10.99,10.99,2.75,192
519,2,1,10,28,False,10.99,10.99,2.75,251
520,2,1,11,4,False,10.99,10.99,2.75,322
521,2,1,11,11,False,10.99,10.99,2.75,134
522,2,1,11,18,False,10.99,10.99,2.75,138
523,2,1,11,25,True,10.99,10.99,2.75,147
524,2,1,12,2,False,10.99,10.99,2.75,173
525,2,1,12,9,False,10.99,10.99,2.75,252
526,2,1,12,16,False,10.99,10.99,2.75,365
527,2,1,12,23,False,10.99,10.99,2.75,438
528,2,1,12,30,True,10.99,10.99,2.75,181
529,2,1,1,6,False,10.99,10.99,2.75,119
530,2,1,1,13,False,10.99,10.99,2.75,125
531,2,1,1,20,False,10.99,10.99,2.75,135
532,2,1,1,27,False,10.99,10.99,2.75,132
533,2,1,2,3,False,10.99,8.79,2.75,245
534,2,1,2,10,True,10.99,8.79,2.75,351
